Series_Title,Gross,Role,Actor
Boogie Nights,26400640.0,Star1,Mark Wahlberg
Mimi wo sumaseba,,Star1,Yoko Honna
Once Were Warriors,2201126.0,Star1,Rena Owen
True Romance,12281500.0,Star1,Christian Slater
Trois couleurs: Bleu,1324974.0,Star1,Juliette Binoche
Jûbê ninpûchô,,Star1,Kôichi Yamadera
Carlito's Way,36948322.0,Star1,Al Pacino
Edward Scissorhands,56362352.0,Star1,Johnny Depp
My Left Foot: The Story of Christy Brown,14743391.0,Star1,Daniel Day-Lewis
Crimes and Misdemeanors,18254702.0,Star1,Martin Landau
The Untouchables,76270454.0,Star1,Kevin Costner
Hannah and Her Sisters,40084041.0,Star1,Mia Farrow
Brazil,9929135.0,Star1,Jonathan Pryce
This Is Spinal Tap,188751.0,Star1,Rob Reiner
A Christmas Story,20605209.0,Star1,Peter Billingsley
The Blues Brothers,57229890.0,Star1,John Belushi
Manhattan,45700000.0,Star1,Woody Allen
All That Jazz,37823676.0,Star1,Roy Scheider
Dawn of the Dead,5100000.0,Star1,David Emge
All the President's Men,70600000.0,Star1,Dustin Hoffman
La montaña sagrada,61001.0,Star1,Alejandro Jodorowsky
Amarcord,,Star1,Magali Noël
Le charme discret de la bourgeoisie,198809.0,Star1,Fernando Rey
"Aguirre, der Zorn Gottes",,Star1,Klaus Kinski
Harold and Maude,,Star1,Ruth Gordon
Patton,61700000.0,Star1,George C. Scott
The Wild Bunch,12064472.0,Star1,William Holden
Night of the Living Dead,89029.0,Star1,Duane Jones
The Lion in Winter,22276975.0,Star1,Peter O'Toole
In the Heat of the Night,24379978.0,Star1,Sidney Poitier
Charade,13474588.0,Star1,Cary Grant
The Manchurian Candidate,,Star1,Frank Sinatra
Spartacus,30000000.0,Star1,Kirk Douglas
L'avventura,,Star1,Gabriele Ferzetti
Hiroshima mon amour,88300.0,Star1,Emmanuelle Riva
The Ten Commandments,93740000.0,Star1,Charlton Heston
The Searchers,,Star1,John Wayne
East of Eden,,Star1,James Dean
High Noon,9450000.0,Star1,Gary Cooper
Strangers on a Train,7630000.0,Star1,Farley Granger
Harvey,,Star1,James Stewart
Miracle on 34th Street,2650000.0,Star1,Edmund Gwenn
Notorious,10464000.0,Star1,Cary Grant
The Big Sleep,6540000.0,Star1,Humphrey Bogart
The Lost Weekend,9460000.0,Star1,Ray Milland
The Philadelphia Story,,Star1,Cary Grant
His Girl Friday,296000.0,Star1,Cary Grant
The Adventures of Robin Hood,3981000.0,Star1,William Keighley
A Night at the Opera,2537520.0,Star1,Edmund Goulding
King Kong,10000000.0,Star1,Ernest B. Schoedsack
Freaks,,Star1,Wallace Ford
Nosferatu,,Star1,Max Schreck
The Gentlemen,,Star1,Matthew McConaughey
Raazi,,Star1,Alia Bhatt
Sound of Metal,,Star1,Riz Ahmed
Forushande,2402067.0,Star1,Shahab Hosseini
Dunkirk,188373161.0,Star1,Fionn Whitehead
Perfetti sconosciuti,,Star1,Giuseppe Battiston
Hidden Figures,169607287.0,Star1,Taraji P. Henson
Paddington 2,40442052.0,Star1,Ben Whishaw
Udta Punjab,,Star1,Shahid Kapoor
Kubo and the Two Strings,48023088.0,Star1,Charlize Theron
M.S. Dhoni: The Untold Story,1782795.0,Star1,Sushant Singh Rajput
Manchester by the Sea,47695120.0,Star1,Casey Affleck
Under sandet,435266.0,Star1,Roland Møller
Rogue One,532177324.0,Star1,Felicity Jones
Captain America: Civil War,408084349.0,Star1,Chris Evans
The Hateful Eight,54117416.0,Star1,Samuel L. Jackson
Little Women,108101214.0,Star1,Saoirse Ronan
Loving Vincent,6735118.0,Star1,Hugh Welchman
Pride,,Star1,Bill Nighy
Le passé,1330596.0,Star1,Bérénice Bejo
La grande bellezza,2852400.0,Star1,Toni Servillo
The Lunchbox,4231500.0,Star1,Irrfan Khan
Vicky Donor,169209.0,Star1,Ayushmann Khurrana
Big Hero 6,222527828.0,Star1,Chris Williams
About Time,15322921.0,Star1,Domhnall Gleeson
English Vinglish,1670773.0,Star1,Sridevi
Kaze tachinu,5209580.0,Star1,Hideaki Anno
Toy Story 4,434038008.0,Star1,Tom Hanks
La migliore offerta,85433.0,Star1,Geoffrey Rush
Moonrise Kingdom,45512466.0,Star1,Jared Gilman
How to Train Your Dragon 2,177002924.0,Star1,Jay Baruchel
The Big Short,70259870.0,Star1,Christian Bale
Kokuhaku,,Star1,Takako Matsu
Ang-ma-reul bo-at-da,128392.0,Star1,Lee Byung-Hun
The Girl with the Dragon Tattoo,102515793.0,Star1,Daniel Craig
Captain Phillips,107100855.0,Star1,Tom Hanks
Ajeossi,6460.0,Star1,Won Bin
Straight Outta Compton,161197785.0,Star1,O'Shea Jackson Jr.
Madeo,547292.0,Star1,Hye-ja Kim
Chugyeokja,,Star1,Kim Yoon-seok
The Hobbit: The Desolation of Smaug,258366855.0,Star1,Ian McKellen
Das weiße Band - Eine deutsche Kindergeschichte,2222647.0,Star1,Christian Friedel
Män som hatar kvinnor,10095170.0,Star1,Michael Nyqvist
The Trial of the Chicago 7,,Star1,Eddie Redmayne
Druk,,Star1,Mads Mikkelsen
The Fighter,93617009.0,Star1,Mark Wahlberg
Taken,145000989.0,Star1,Liam Neeson
The Boy in the Striped Pyjamas,9030581.0,Star1,Asa Butterfield
Once,9439923.0,Star1,Glen Hansard
The Hobbit: An Unexpected Journey,303003568.0,Star1,Martin Freeman
Auf der anderen Seite,741283.0,Star1,Baki Davrak
Atonement,50927067.0,Star1,Keira Knightley
Drive,35061555.0,Star1,Ryan Gosling
American Gangster,130164645.0,Star1,Denzel Washington
Avatar,760507625.0,Star1,Sam Worthington
Mr. Nobody,3600.0,Star1,Jared Leto
Apocalypto,50866635.0,Star1,Gerardo Taracena
Little Miss Sunshine,59891098.0,Star1,Valerie Faris
Hot Fuzz,23637265.0,Star1,Simon Pegg
The Curious Case of Benjamin Button,127509326.0,Star1,Brad Pitt
Veer-Zaara,2921738.0,Star1,Shah Rukh Khan
Adams æbler,1305.0,Star1,Ulrich Thomsen
Pride & Prejudice,38405088.0,Star1,Keira Knightley
The World's Fastest Indian,5128124.0,Star1,Anthony Hopkins
Tôkyô goddofâzâzu,128985.0,Star1,Shôgo Furuya
Serenity,25514517.0,Star1,Nathan Fillion
Walk the Line,119519402.0,Star1,Joaquin Phoenix
Ondskan,15280.0,Star1,Andreas Wilson
The Notebook,81001787.0,Star1,Gena Rowlands
Diarios de motocicleta,16756372.0,Star1,Gael García Bernal
Lilja 4-ever,181655.0,Star1,Oksana Akinshina
Les triplettes de Belleville,7002255.0,Star1,Michèle Caucheteux
Gongdong gyeongbi guyeok JSA,,Star1,Lee Yeong-ae
The Count of Monte Cristo,54234062.0,Star1,Jim Caviezel
Waking Life,2892011.0,Star1,Ethan Hawke
Remember the Titans,115654751.0,Star1,Denzel Washington
Wo hu cang long,128078872.0,Star1,Yun-Fat Chow
Todo sobre mi madre,8264530.0,Star1,Cecilia Roth
Cast Away,233632142.0,Star1,Tom Hanks
The Boondock Saints,25812.0,Star1,Willem Dafoe
The Insider,28965197.0,Star1,Russell Crowe
October Sky,32481825.0,Star1,Jake Gyllenhaal
Shrek,267665011.0,Star1,Vicky Jenson
Titanic,659325379.0,Star1,Leonardo DiCaprio
Hana-bi,233986.0,Star1,Takeshi Kitano
Gattaca,12339633.0,Star1,Ethan Hawke
The Game,48323648.0,Star1,Michael Douglas
Breaking the Waves,4040691.0,Star1,Emily Watson
Ed Wood,5887457.0,Star1,Johnny Depp
What's Eating Gilbert Grape,9170214.0,Star1,Johnny Depp
Tombstone,56505065.0,Star1,Kevin Jarre
The Sandlot,32416586.0,Star1,Tom Guiry
The Remains of the Day,22954968.0,Star1,Anthony Hopkins
Naked,1769305.0,Star1,David Thewlis
The Fugitive,183875760.0,Star1,Harrison Ford
A Bronx Tale,17266971.0,Star1,Robert De Niro
Batman: Mask of the Phantasm,5617391.0,Star1,Boyd Kirkland
Lat sau san taam,,Star1,Yun-Fat Chow
Night on Earth,2015810.0,Star1,Winona Ryder
La double vie de Véronique,1999955.0,Star1,Irène Jacob
Boyz n the Hood,57504069.0,Star1,Cuba Gooding Jr.
Misery,61276872.0,Star1,James Caan
Awakenings,52096475.0,Star1,Robert De Niro
Majo no takkyûbin,,Star1,Kirsten Dunst
Glory,26830000.0,Star1,Matthew Broderick
Dip huet seung hung,,Star1,Yun-Fat Chow
Back to the Future Part II,118500000.0,Star1,Michael J. Fox
Mississippi Burning,34603943.0,Star1,Gene Hackman
Predator,59735548.0,Star1,Arnold Schwarzenegger
Evil Dead II,5923044.0,Star1,Bruce Campbell
Ferris Bueller's Day Off,70136369.0,Star1,Matthew Broderick
Down by Law,1436000.0,Star1,Tom Waits
The Goonies,61503218.0,Star1,Sean Astin
The Color Purple,98467863.0,Star1,Danny Glover
The Breakfast Club,45875171.0,Star1,Emilio Estevez
The Killing Fields,34700291.0,Star1,Sam Waterston
Ghostbusters,238632124.0,Star1,Bill Murray
The Right Stuff,21500000.0,Star1,Sam Shepard
The King of Comedy,2500000.0,Star1,Robert De Niro
E.T. the Extra-Terrestrial,435110554.0,Star1,Henry Thomas
Kramer vs. Kramer,106260000.0,Star1,Dustin Hoffman
Days of Heaven,,Star1,Richard Gere
The Outlaw Josey Wales,31800000.0,Star1,Clint Eastwood
The Man Who Would Be King,,Star1,Sean Connery
The Conversation,4420000.0,Star1,Gene Hackman
La planète sauvage,193817.0,Star1,Barry Bostwick
The Day of the Jackal,16056255.0,Star1,Edward Fox
Badlands,,Star1,Martin Sheen
Cabaret,42765000.0,Star1,Liza Minnelli
Willy Wonka & the Chocolate Factory,4000000.0,Star1,Gene Wilder
Midnight Cowboy,44785053.0,Star1,Dustin Hoffman
Wait Until Dark,17550741.0,Star1,Audrey Hepburn
Guess Who's Coming to Dinner,56700000.0,Star1,Spencer Tracy
Bonnie and Clyde,,Star1,Warren Beatty
My Fair Lady,72000000.0,Star1,Audrey Hepburn
Mary Poppins,102272727.0,Star1,Julie Andrews
The Longest Day,39100000.0,Star1,Andrew Marton
Jules et Jim,,Star1,Jeanne Moreau
The Innocents,2616000.0,Star1,Deborah Kerr
À bout de souffle,336705.0,Star1,Jean-Paul Belmondo
Red River,,Star1,Arthur Rosson
Key Largo,,Star1,Humphrey Bogart
To Have and Have Not,,Star1,Humphrey Bogart
Shadow of a Doubt,,Star1,Teresa Wright
Stagecoach,,Star1,John Wayne
The Lady Vanishes,,Star1,Margaret Lockwood
Bringing Up Baby,,Star1,Katharine Hepburn
Bride of Frankenstein,4360000.0,Star1,Boris Karloff
Duck Soup,,Star1,Groucho Marx
Scarface: The Shame of the Nation,,Star1,Richard Rosson
Frankenstein,,Star1,Colin Clive
Roma,,Star1,Yalitza Aparicio
God's Own Country,335609.0,Star1,Josh O'Connor
Deadpool 2,324591735.0,Star1,Ryan Reynolds
Wind River,33800859.0,Star1,Kelsey Asbille
Get Out,176040665.0,Star1,Daniel Kaluuya
Mission: Impossible - Fallout,220159104.0,Star1,Tom Cruise
En man som heter Ove,3358518.0,Star1,Rolf Lassgård
What We Do in the Shadows,3333000.0,Star1,Taika Waititi
Omoide no Mânî,765127.0,Star1,Hiromasa Yonebayashi
The Theory of Everything,35893537.0,Star1,Eddie Redmayne
Kingsman: The Secret Service,128261724.0,Star1,Colin Firth
The Fault in Our Stars,124872350.0,Star1,Shailene Woodley
Me and Earl and the Dying Girl,6743776.0,Star1,Thomas Mann
Birdman or (The Unexpected Virtue of Ignorance),42340598.0,Star1,Michael Keaton
La vie d'Adèle,2199675.0,Star1,Léa Seydoux
Kai po che!,1122527.0,Star1,Amit Sadh
The Broken Circle Breakdown,175058.0,Star1,Veerle Baetens
Captain America: The Winter Soldier,259766572.0,Star1,Chris Evans
Rockstar,985912.0,Star1,Ranbir Kapoor
Nebraska,17654912.0,Star1,Bruce Dern
Wreck-It Ralph,189422889.0,Star1,John C. Reilly
Le Petit Prince,1339152.0,Star1,Jeff Bridges
Detachment,71177.0,Star1,Adrien Brody
Midnight in Paris,56816662.0,Star1,Owen Wilson
The Lego Movie,257760692.0,Star1,Phil Lord
Gravity,274092705.0,Star1,Sandra Bullock
Star Trek Into Darkness,228778661.0,Star1,Chris Pine
Beasts of No Nation,83861.0,Star1,Abraham Attah
The Social Network,96962694.0,Star1,Jesse Eisenberg
X: First Class,146408305.0,Star1,James McAvoy
The Hangover,277322503.0,Star1,Zach Galifianakis
Skyfall,304360277.0,Star1,Daniel Craig
Silver Linings Playbook,132092958.0,Star1,Bradley Cooper
Argo,136025503.0,Star1,Ben Affleck
(500) Days of Summer,32391374.0,Star1,Zooey Deschanel
Harry Potter and the Deathly Hallows: Part 1,295983305.0,Star1,Daniel Radcliffe
Gake no ue no Ponyo,15090400.0,Star1,Cate Blanchett
Frost/Nixon,18593156.0,Star1,Frank Langella
Papurika,881302.0,Star1,Megumi Hayashibara
Changeling,35739802.0,Star1,Angelina Jolie
Flipped,1752214.0,Star1,Madeline Carroll
Toki o kakeru shôjo,,Star1,Riisa Naka
Death Note: Desu nôto,,Star1,Tatsuya Fujiwara
This Is England,327919.0,Star1,Thomas Turgoose
Ex Machina,25442958.0,Star1,Alicia Vikander
Efter brylluppet,412544.0,Star1,Mads Mikkelsen
The Last King of Scotland,17605861.0,Star1,James McAvoy
Zodiac,33080084.0,Star1,Jake Gyllenhaal
Lucky Number Slevin,22494487.0,Star1,Josh Hartnett
Joyeux Noël,1054361.0,Star1,Diane Kruger
Control,871577.0,Star1,Sam Riley
Tangled,200821936.0,Star1,Byron Howard
Zwartboek,4398392.0,Star1,Carice van Houten
Brokeback Mountain,83043761.0,Star1,Jake Gyllenhaal
3:10 to Yuma,53606916.0,Star1,Russell Crowe
Crash,54580300.0,Star1,Don Cheadle
Kung fu,17108591.0,Star1,Stephen Chow
The Bourne Supremacy,176241941.0,Star1,Matt Damon
The Machinist,1082715.0,Star1,Christian Bale
Ray,75331600.0,Star1,Jamie Foxx
Lost in Translation,44585453.0,Star1,Bill Murray
Harry Potter and the Goblet of Fire,290013036.0,Star1,Daniel Radcliffe
Man on Fire,77911774.0,Star1,Denzel Washington
Coraline,75286229.0,Star1,Dakota Fanning
The Last Samurai,111110575.0,Star1,Tom Cruise
The Magdalene Sisters,4890878.0,Star1,Eileen Walsh
Good Bye Lenin!,4064200.0,Star1,Daniel Brühl
In America,15539266.0,Star1,Paddy Considine
I Am Sam,40311852.0,Star1,Sean Penn
Adaptation.,22245861.0,Star1,Nicolas Cage
Black Hawk Down,108638745.0,Star1,Josh Hartnett
Road to Perdition,104454762.0,Star1,Tom Hanks
Das Experiment,141072.0,Star1,Moritz Bleibtreu
Billy Elliot,21995263.0,Star1,Jamie Bell
Hedwig and the Angry Inch,3029081.0,Star1,John Cameron Mitchell
Ocean's Eleven,183417150.0,Star1,George Clooney
Vampire Hunter D: Bloodlust,151086.0,Star1,Andrew Philpot
"O Brother, Where Art Thou?",45512588.0,Star1,Ethan Coen
Interstate 60: Episodes of the Road,,Star1,James Marsden
"South Park: Bigger, Longer & Uncut",52037603.0,Star1,Trey Parker
Office Space,10824921.0,Star1,Ron Livingston
Happiness,2807390.0,Star1,Jane Adams
Training Day,76631907.0,Star1,Denzel Washington
Rushmore,17105219.0,Star1,Jason Schwartzman
Abre los ojos,368234.0,Star1,Eduardo Noriega
Being John Malkovich,22858926.0,Star1,John Cusack
As Good as It Gets,148478011.0,Star1,Jack Nicholson
The Fifth Element,63540020.0,Star1,Bruce Willis
Le dîner de cons,4065116.0,Star1,Thierry Lhermitte
Donnie Brasco,41909762.0,Star1,Al Pacino
Shine,35811509.0,Star1,Geoffrey Rush
Primal Fear,56116183.0,Star1,Richard Gere
Hamlet,4414535.0,Star1,Kenneth Branagh
A Little Princess,10019307.0,Star1,Liesel Matthews
Do lok tin si,,Star1,Leon Lai
Il postino,21848932.0,Star1,Massimo Troisi
Clerks,3151130.0,Star1,Brian O'Halloran
Short Cuts,6110979.0,Star1,Andie MacDowell
Philadelphia,77324422.0,Star1,Tom Hanks
The Muppet Christmas Carol,27281507.0,Star1,Michael Caine
Malcolm X,48169908.0,Star1,Denzel Washington
The Last of the Mohicans,75505856.0,Star1,Daniel Day-Lewis
Kurenai no buta,,Star1,Shûichirô Moriyama
Glengarry Glen Ross,10725228.0,Star1,Al Pacino
A Few Good Men,141340178.0,Star1,Tom Cruise
Fried Green Tomatoes,82418501.0,Star1,Kathy Bates
Barton Fink,6153939.0,Star1,Ethan Coen
Miller's Crossing,5080409.0,Star1,Ethan Coen
Who Framed Roger Rabbit,156452370.0,Star1,Bob Hoskins
Spoorloos,,Star1,Bernard-Pierre Donnadieu
Withnail & I,1544889.0,Star1,Richard E. Grant
The Last Emperor,43984230.0,Star1,John Lone
Empire of the Sun,22238696.0,Star1,Christian Bale
Der Name der Rose,7153487.0,Star1,Sean Connery
Blue Velvet,8551228.0,Star1,Isabella Rossellini
The Purple Rose of Cairo,10631333.0,Star1,Mia Farrow
After Hours,10600000.0,Star1,Griffin Dunne
Zelig,11798616.0,Star1,Woody Allen
The Verdict,54000000.0,Star1,Paul Newman
Star Trek II: The Wrath of Khan,78912963.0,Star1,William Shatner
First Blood,47212904.0,Star1,Sylvester Stallone
Ordinary People,54800000.0,Star1,Donald Sutherland
Airplane!,83400000.0,Star1,David Zucker
Rupan sansei: Kariosutoro no shiro,,Star1,Yasuo Yamada
Halloween,47000000.0,Star1,Donald Pleasence
Le locataire,1924733.0,Star1,Roman Polanski
Love and Death,,Star1,Woody Allen
The Taking of Pelham One Two Three,,Star1,Walter Matthau
Blazing Saddles,119500000.0,Star1,Cleavon Little
Serpico,29800000.0,Star1,Al Pacino
Enter the Dragon,25000000.0,Star1,Bruce Lee
Deliverance,7056013.0,Star1,Jon Voight
The French Connection,15630710.0,Star1,Gene Hackman
Dirty Harry,35900000.0,Star1,Clint Eastwood
Where Eagles Dare,,Star1,Richard Burton
The Odd Couple,44527234.0,Star1,Jack Lemmon
The Dirty Dozen,45300000.0,Star1,Lee Marvin
Belle de jour,26331.0,Star1,Catherine Deneuve
A Man for All Seasons,28350000.0,Star1,Paul Scofield
Repulsion,,Star1,Catherine Deneuve
Zulu,,Star1,Stanley Baker
Goldfinger,51081062.0,Star1,Sean Connery
The Birds,11403529.0,Star1,Rod Taylor
Cape Fear,,Star1,Gregory Peck
Peeping Tom,83957.0,Star1,Karlheinz Böhm
The Magnificent Seven,4905000.0,Star1,Yul Brynner
Les yeux sans visage,52709.0,Star1,Pierre Brasseur
Invasion of the Body Snatchers,,Star1,Kevin McCarthy
Rebel Without a Cause,,Star1,James Dean
The Ladykillers,,Star1,Alec Guinness
Sabrina,,Star1,Humphrey Bogart
The Quiet Man,10550000.0,Star1,John Wayne
The Day the Earth Stood Still,,Star1,Michael Rennie
The African Queen,536118.0,Star1,Humphrey Bogart
Gilda,,Star1,Rita Hayworth
Fantasia,76408097.0,Star1,Samuel Armstrong
The Invisible Man,,Star1,Claude Rains
Dark Waters,,Star1,Mark Ruffalo
Searching,26020957.0,Star1,John Cho
Once Upon a Time... in Hollywood,142502728.0,Star1,Leonardo DiCaprio
Nelyubov,566356.0,Star1,Maryana Spivak
The Florida Project,5904366.0,Star1,Brooklynn Prince
Just Mercy,,Star1,Michael B. Jordan
Gifted,24801212.0,Star1,Chris Evans
The Peanut Butter Falcon,13122642.0,Star1,Michael Schwartz
Victoria,,Star1,Laia Costa
Mustang,845464.0,Star1,Günes Sensoy
Guardians of the Galaxy Vol. 2,389813101.0,Star1,Chris Pratt
Baby Driver,107825862.0,Star1,Ansel Elgort
Only the Brave,18340051.0,Star1,Josh Brolin
Bridge of Spies,72313754.0,Star1,Tom Hanks
Incredibles 2,608581744.0,Star1,Craig T. Nelson
Moana,248757044.0,Star1,John Musker
Sicario,46889293.0,Star1,Emily Blunt
Creed,109767581.0,Star1,Michael B. Jordan
Leviafan,1092800.0,Star1,Aleksey Serebryakov
Hell or High Water,26862450.0,Star1,Chris Pine
Philomena,37707719.0,Star1,Judi Dench
Dawn of the Planet of the Apes,208545589.0,Star1,Gary Oldman
El cuerpo,,Star1,Jose Coronado
Serbuan maut,4105123.0,Star1,Iko Uwais
End of Watch,41003371.0,Star1,Jake Gyllenhaal
Kari-gurashi no Arietti,19202743.0,Star1,Amy Poehler
A Star Is Born,215288866.0,Star1,Lady Gaga
True Grit,171243005.0,Star1,Joel Coen
Hævnen,1008098.0,Star1,Mikael Persbrandt
Despicable Me,251513985.0,Star1,Chris Renaud
50/50,35014192.0,Star1,Joseph Gordon-Levitt
Kick-Ass,48071303.0,Star1,Aaron Taylor-Johnson
Celda 211,,Star1,Luis Tosar
Moneyball,75605492.0,Star1,Brad Pitt
La piel que habito,3185812.0,Star1,Antonio Banderas
Zombieland,75590286.0,Star1,Jesse Eisenberg
Die Welle,,Star1,Jürgen Vogel
Sherlock Holmes,209028679.0,Star1,Robert Downey Jr.
The Blind Side,255959475.0,Star1,Quinton Aaron
The Visitor,9422422.0,Star1,Richard Jenkins
Seven Pounds,69951824.0,Star1,Will Smith
Eastern Promises,17114882.0,Star1,Naomi Watts
Stardust,38634938.0,Star1,Charlie Cox
The Secret of Kells,686383.0,Star1,Nora Twomey
Inside Man,88513495.0,Star1,Denzel Washington
Gone Baby Gone,20300218.0,Star1,Morgan Freeman
La Vie En Rose,10301706.0,Star1,Marion Cotillard
Huo Yuan Jia,24633730.0,Star1,Jet Li
The Illusionist,39868642.0,Star1,Edward Norton
Dead Man's Shoes,6013.0,Star1,Paddy Considine
Harry Potter and the Half-Blood Prince,301959197.0,Star1,Daniel Radcliffe
300,210614939.0,Star1,Gerard Butler
Match Point,23089926.0,Star1,Scarlett Johansson
Watchmen,107509799.0,Star1,Jackie Earle Haley
Lord of War,24149632.0,Star1,Nicolas Cage
Saw,56000369.0,Star1,Cary Elwes
"Synecdoche, New York",3081925.0,Star1,Philip Seymour Hoffman
Mysterious Skin,697181.0,Star1,Brady Corbet
Jeux d'enfants,548707.0,Star1,Guillaume Canet
Un long dimanche de fiançailles,6167817.0,Star1,Audrey Tautou
The Station Agent,5739376.0,Star1,Peter Dinklage
21 Grams,16290476.0,Star1,Sean Penn
Boksuneun naui geot,45289.0,Star1,Kang-ho Song
Finding Neverland,51680613.0,Star1,Johnny Depp
25th Hour,13060843.0,Star1,Edward Norton
The Butterfly Effect,57938693.0,Star1,J. Mackye Gruber
28 Days Later...,45064915.0,Star1,Cillian Murphy
Batoru rowaiaru,,Star1,Tatsuya Fujiwara
The Royal Tenenbaums,52364010.0,Star1,Gene Hackman
Y tu mamá también,13622333.0,Star1,Maribel Verdú
Harry Potter and the Sorcerer's Stone,317575550.0,Star1,Daniel Radcliffe
The Others,96522687.0,Star1,Nicole Kidman
Blow,52990775.0,Star1,Johnny Depp
Enemy at the Gates,51401758.0,Star1,Jude Law
Minority Report,132072926.0,Star1,Tom Cruise
The Hurricane,50668906.0,Star1,Denzel Washington
American Psycho,15070285.0,Star1,Christian Bale
Lola rennt,7267585.0,Star1,Franka Potente
The Thin Red Line,36400491.0,Star1,Jim Caviezel
Mulan,120620254.0,Star1,Barry Cook
Fear and Loathing in Las Vegas,10680275.0,Star1,Johnny Depp
Funny Games,,Star1,Susanne Lothar
Dark City,14378331.0,Star1,Rufus Sewell
Sleepers,49100000.0,Star1,Robert De Niro
Lost Highway,3796699.0,Star1,Bill Pullman
Sense and Sensibility,43182776.0,Star1,Emma Thompson
Die Hard: With a Vengeance,100012499.0,Star1,Bruce Willis
Dead Man,1037847.0,Star1,Johnny Depp
The Bridges of Madison County,71516617.0,Star1,Clint Eastwood
Apollo 13,173837933.0,Star1,Tom Hanks
Trois couleurs: Blanc,1464625.0,Star1,Zbigniew Zamachowski
Falling Down,40903593.0,Star1,Michael Douglas
Dazed and Confused,7993039.0,Star1,Jason London
My Cousin Vinny,52929168.0,Star1,Joe Pesci
Omohide poro poro,453243.0,Star1,Miki Imai
Delicatessen,1794187.0,Star1,Jean-Pierre Jeunet
Home Alone,285761243.0,Star1,Macaulay Culkin
The Godfather: Part III,66666062.0,Star1,Al Pacino
When Harry Met Sally...,92823600.0,Star1,Billy Crystal
The Little Mermaid,111543479.0,Star1,John Musker
The Naked Gun: From the Files of Police Squad!,78756177.0,Star1,Leslie Nielsen
"Planes, Trains & Automobiles",49530280.0,Star1,Steve Martin
Lethal Weapon,65207127.0,Star1,Mel Gibson
Blood Simple,2150000.0,Star1,Ethan Coen
On Golden Pond,119285432.0,Star1,Katharine Hepburn
Mad Max 2,12465371.0,Star1,Mel Gibson
The Warriors,22490039.0,Star1,Michael Beck
The Muppet Movie,76657000.0,Star1,Jim Henson
Escape from Alcatraz,43000000.0,Star1,Clint Eastwood
